geolocation_zip_code_prefix,geolocation_lat,geolocation_lng
12211,-23.158323042183646,-45.8886673133476
12285,-23.12432790309806,-45.71024262737953
12210,-23.18358219677997,-45.88682257562472
12260,-23.34992418052465,-45.708790409737674
12270,-23.25658323003718,-45.69174320645941
12250,-22.957006788724875,-45.838892673596476
12294,-23.140499715937853,-45.71569614825914
12229,-23.27543660308917,-45.868318852602265
12297,-23.088769333891143,-45.689718844855435
12249,-22.924614278566658,-46.00455848353164
12288,-23.09500364408646,-45.71081593229389
12295,-23.188411473001146,-45.734692853654636
12290,-23.05715480031881,-45.712736226989186
12331,-23.265979879755115,-46.06705735267744
12306,-23.289344884817357,-45.94318565667379
12302,-23.261882548040894,-45.92693651102518
12328,-23.28798077892242,-45.9570349350898
12309,-23.310016990523586,-45.96143881362631
12327,-23.29818595956356,-45.9748280111823
12305,-23.273735042100025,-45.95104876017921
12301,-23.270441385509855,-45.93742768428648
12320,-23.31192262669516,-45.97728873160601
12322,-23.30898095593481,-45.977627713448705
12325,-23.304922827505738,-46.018495784557906
12310,-23.30228912323382,-45.94909852611922
12319,-23.31497025172496,-45.96817024980834
12380,-23.398738664441694,-45.879141328830144
12311,-23.28326930202073,-45.93940500233161
12321,-23.302552064590703,-45.9794900391086
12333,-23.231791916444664,-46.06990763577292
12335,-23.261928736886148,-45.96848029239997
12308,-23.30139631473257,-45.96172658840667
12315,-23.319775110739236,-45.923898996537545
12350,-23.214122950073904,-46.15782773220572
12316,-23.32161989064574,-45.93696011365342
12324,-23.31311508964741,-46.0026232857349
12312,-23.303587327226047,-45.929314822926855
12334,-23.29657118186936,-46.01277577875843
12318,-23.30863199999999,-45.95330475
12307,-23.29299177790156,-45.956399227978956
12330,-23.298579776753893,-46.02995213487733
12323,-23.29645842521639,-45.97329603987564
12340,-23.368833307503053,-46.02864941638114
12329,-23.29535980766344,-45.93780667361066
12341,-23.29357565667083,-45.98510497307211
12326,-23.324239993779567,-46.04564761976022
12412,-22.957731465057282,-45.45515668718501
12490,-22.69066999999995,-45.73549999999993
12400,-22.926778771561533,-45.46281253438472
12443,-22.896894640102605,-45.370081149097345
12460,-22.732323039727124,-45.56427039489908
12410,-22.930835789732065,-45.455414690521906
12422,-22.94385742701493,-45.47702514568729
12446,-22.888888643994424,-45.36419384790422
12403,-22.914268784661626,-45.42914593227478
12411,-22.932821929423746,-45.44848162439036
12402,-22.920117405632816,-45.4450382843501
12445,-22.886512003027498,-45.37114210829609
12404,-22.92205835716705,-45.42823272735271
12425,-22.93319577282492,-45.47821099432626
12450,-22.823006371911536,-45.66732292476693
12415,-22.960290055506015,-45.407850314994896
12421,-22.947759908060277,-45.49172108176731
12441,-22.919678563502806,-45.3648975854866
12414,-22.94707737351153,-45.40828743495752
12444,-22.893786522549128,-45.38053653505861
12424,-22.955957734545088,-45.48972486275995
12413,-22.942719134058045,-45.42119605197068
12440,-22.913875797003225,-45.364197560394366
12420,-22.945064470526344,-45.46371952947366
12405,-22.923732300730357,-45.44167505845967
12423,-22.946777999999995,-45.49869899999999
12401,-22.92142919454418,-45.46479177296298
12442,-22.94287406269077,-45.395322713353245
12426,-22.954291133429884,-45.49968145841568
12520,-22.812079392244954,-45.1826577192164
12525,-22.841959286551266,-45.25567489938757
12515,-22.810255785809602,-45.18353140514957
12514,-22.793294840815463,-45.19745881614868
12512,-22.788043785573322,-45.20983189935114
12570,-22.851929577501,-45.23031074613782
12530,-23.07558796563428,-44.957884212413475
12517,-22.79863028638833,-45.183217020243966
12506,-22.803390518707644,-45.211568030080755
12580,-22.890828604346442,-45.30332001483277
12518,-22.779048421881395,-45.18534634646929
12523,-22.78184646080685,-45.14765130297077
12516,-22.803832680220747,-45.18128776524835
12502,-22.815468,-45.18239753040693
12524,-22.81773643952848,-45.182049211585245
12507,-22.80646722828543,-45.239366044559354
12511,-22.80327760315877,-45.20399759522505
12504,-22.821733347187077,-45.2016309013049
12510,-22.79615651556581,-45.2089052377769
12501,-22.821051879055535,-45.19147619746503
12513,-22.76783057321341,-45.19658169176524
12521,-22.785061971986906,-45.168171532681335
12519,-22.78030688063086,-45.18299243700727
12505,-22.81107305656438,-45.19828547125147
12500,-22.814082,-45.19125422318798
12509,-22.794715339526643,-45.21987050429393
12503,-22.827161457837768,-45.18862301683485
12522,-22.77577460826767,-45.14813416467561
12540,-22.923376872935236,-44.82234086776865
12508,-22.79341073378477,-45.26996268589723
12607,-22.74237139800176,-45.11479219667662
12600,-22.72616580904841,-45.12752204287612
12609,-22.75223299417162,-45.11931025965141
12630,-22.66402169969416,-45.006657558976286
12604,-22.73224546073055,-45.103526319175955
12603,-22.72462686150384,-45.1116555874257
12605,-22.75162984425566,-45.08964193252266
12606,-22.736729744936227,-45.115656689566606
12620,-22.599699016663198,-45.194679096464384
12610,-22.747581173639738,-45.132413631427056
12608,-22.73788200424234,-45.12381966365283
12602,-22.72356083763973,-45.12435460446544
12690,-22.66311359033336,-44.85249665898394
12615,-22.703473552765075,-45.051052609752084
12601,-22.739541788793307,-45.13516754801203
12611,-22.743464335090174,-45.134539160429895
12702,-22.58485191618097,-44.96871571204341
12722,-22.558215967276407,-44.935546700460755
12712,-22.560972573976017,-44.957802138023254
12711,-22.56840491395926,-44.967507658203004
12701,-22.577927804605018,-44.95825089647411
12710,-22.56445726226428,-44.964579595980254
12704,-22.580286008516183,-44.98166493312763
12721,-22.55841362000297,-44.942923697146966
12730,-22.58119348404407,-44.95375194448614
12705,-22.576227841797,-44.96564651762937
12760,-22.564928578564693,-44.929277799471556
12703,-22.586730873160604,-44.97602914432454
12720,-22.563846,-44.94922420038666
12723,-22.560501195394984,-44.931592980293146
12870,-22.67526016650983,-44.444586218674296
12800,-22.53169799999999,-44.75401199999999
12850,-22.68182213022061,-44.31777546316097
12830,-22.6455089733126,-44.583481513343706
12820,-22.581497869787803,-44.6995162923868
12940,-23.112774381969185,-46.548884510550394
12903,-22.94787403161499,-46.55188741483248
12955,-23.115438,-46.48591350000001
12900,-22.956690604218373,-46.540872487506505
12916,-22.97993113988114,-46.542096597553254
12970,-23.05588544094924,-46.359106572709635
12954,-23.098863635889412,-46.54789512763439
12951,-23.131763717179297,-46.5835637149576
12917,-22.98208369771107,-46.546030419087494
12950,-23.14813708465575,-46.583676612960936
12990,-22.7948459815486,-46.44274854864501
12942,-23.12027386011886,-46.563627902446726
12946,-23.1505830119393,-46.546422944776936
12902,-22.95393193847575,-46.547433928076885
12914,-22.9716475100757,-46.53361841170685
12980,-22.936209141911302,-46.27513561550051
12944,-23.100833724392672,-46.55334887039064
12941,-23.118713999999994,-46.53714703438098
12927,-22.91460252899768,-46.535135118096825
12945,-23.10981252899768,-46.536984838190314
12929,-22.946012455450425,-46.52383551318598
12947,-23.140907819477953,-46.555005087723465
12913,-22.95750491772243,-46.524886236784496
12935,-22.903212678095933,-46.38232959310745
12926,-22.926003106999932,-46.53286499999996
12908,-22.934583000000003,-46.54834199999999
12922,-22.90774829507456,-46.556042125564844
12906,-22.942196570221626,-46.54727892371005
12948,-23.22017151832604,-46.59456789751276
12949,-23.15217893568171,-46.58013052717931
12904,-22.94590621510184,-46.54850397890818
12910,-22.94463697446477,-46.53005005536961
12912,-22.94671938995326,-46.53961817124475
12960,-23.182583707234674,-46.39602763154268
12943,-23.13303983152522,-46.56845778059901
12952,-23.14492333670709,-46.539830386938746
12995,-22.783144547890373,-46.58949540991711
12919,-22.97077387538231,-46.54923643658029
12924,-23.017788365999927,-46.522444999999955
12930,-22.81304341483897,-46.69536722297934
12918,-22.969103825046805,-46.57546822845333
12953,-23.095372575177326,-46.600293490245704
13023,-22.898536428530225,-47.06312516833054
13070,-22.895876357204667,-47.0791850342778
13045,-22.928419429576078,-47.037069003043754
13091,-22.866236737722858,-47.025165619626044
13035,-22.9099533208494,-47.08185090507247
13073,-22.880931665862516,-47.068424969313
13041,-22.917053295025724,-47.061757854838746
13087,-22.852757707527708,-47.05510214136723
13092,-22.88929691756595,-47.02178184540367
13015,-22.901241346393558,-47.05512845102415
13067,-22.85465110456419,-47.160697766786136
13025,-22.90343462836861,-47.05276681724273
13085,-22.79278500360668,-47.085509959893805
13061,-22.907317211495148,-47.118303288504855
13020,-22.900561910352593,-47.06581226019965
13058,-22.950289907294163,-47.1822248186277
13044,-22.952820647882053,-47.02865383550558
13052,-22.972721108883828,-47.102264230935596
13064,-22.891498115126463,-47.14575284988991
13059,-22.946206445520712,-47.13505192996654
13040,-22.92690474271453,-47.06724168359398
13010,-22.905552142939566,-47.04944755176293
13024,-22.889641421316863,-47.056684469184646
13030,-22.92991227115403,-47.071895525306815
13088,-22.8475181626464,-47.035522796699155
13050,-22.932218462051463,-47.09679045949513
13097,-22.8469524096601,-47.02743444240868
13043,-22.933200411915568,-47.041064907660754
13034,-22.91101741687345,-47.09614127601136
13082,-22.829166690333924,-47.098869472417185
13084,-22.81905949374732,-47.09337872045235
13080,-22.850658848462096,-47.071669269086456
13098,-22.82008049999999,-47.03556149999999
13060,-22.943830511384977,-47.112331964800475
13031,-22.918827604766626,-47.09396924257029
13056,-22.987222371013928,-47.151072819246686
13026,-22.913757387731557,-47.0455739635005
13032,-22.910307139332875,-47.084354681228064
13033,-22.90829209362279,-47.09417761615003
13069,-22.842987053003093,-47.15550209256197
13053,-23.042523405216702,-47.13296873550117
13075,-22.879108571469782,-47.06037646947311
13096,-22.92674585713686,-47.03237262244064
13013,-22.911235208436718,-47.05819755314793
13090,-22.88857483236194,-47.04416083236194
13054,-22.987529933455352,-47.11656504772554
13076,-22.88255076242137,-47.046919657366274
13083,-22.80512523980033,-47.07162026686478
13051,-22.965083999999994,-47.088724499999984
13036,-22.918328058168157,-47.067847942068774
13012,-22.910205017485143,-47.0569966187893
13086,-22.83858791675703,-47.05613833995561
13068,-22.86511125123605,-47.15255915401864
13057,-22.97370645045876,-47.176513156529566
13081,-22.861169675543923,-47.06573258534825
13065,-22.893320409660106,-47.119434145017046
13063,-22.89809240895431,-47.1053676157896
13042,-22.931095563908826,-47.054705855868605
13077,-22.881355389947625,-47.04169144124817
13049,-22.96868956323905,-47.0735568816794
13046,-22.938586438801998,-47.01875035928214
13099,-22.75111293426471,-47.01301206264729
13055,-22.94575970107913,-47.09874731432853
13160,-22.559120480675748,-47.165168395425646
13184,-22.862988204938606,-47.218246172499526
13186,-22.88751499687903,-47.1957390462855
13148,-22.786644726384047,-47.106088546444546
13178,-22.800362898695827,-47.218333400773275
13157,-22.63269209289212,-47.20099171014732
13187,-22.911013157568192,-47.20840257684189
13150,-22.630409321010433,-47.20184824565054
13190,-22.95001023221123,-47.305838849748284
13142,-22.77928239439665,-47.176836291563255
13185,-22.904356478404523,-47.1755015158131
13155,-22.63308985967488,-47.18405399571866
13146,-22.72941717024144,-47.17669176943664
13105,-22.89082402420255,-46.9816531677612
13140,-22.76161176963473,-47.15147246350049
13179,-22.81374523718017,-47.17647881796229
13170,-22.828654864562253,-47.26729616056893
13181,-22.835616758652726,-47.18815361913
13145,-22.733060605603352,-47.17829082930352
13171,-22.834157804605013,-47.2777496873449
13180,-22.81344361844933,-47.17188935591158
13188,-22.894244007858305,-47.23358323658409
13174,-22.811571376911512,-47.26740684846207
13104,-22.85725476949636,-46.979842730503634
13177,-22.81395114931621,-47.22434086940969
13183,-22.84130864526152,-47.219408776083775
13173,-22.791573261728878,-47.283156581597325
13175,-22.811418577663336,-47.24177202124911
13100,-22.92388211748857,-47.040151108658236
13152,-22.6362976512053,-47.18795651989215
13106,-22.88403319652071,-46.959756187704045
13141,-22.80512828442024,-47.14321852500277
13172,-22.814155269616304,-47.28249453803813
13165,-22.487091860243755,-47.2157597469674
13101,-22.90081444463038,-46.99864279239999
13154,-22.63241108595049,-47.176022324178064
13108,-22.891027500559517,-46.93773357898899
13107,-22.870096973628048,-46.95780941548847
13189,-22.86725281881623,-47.23172936395768
13144,-22.762924553984647,-47.193250149316185
13176,-22.901114435230465,-47.27413121110401
13147,-22.733134362183414,-47.14026536262738
13253,-22.993820438600174,-46.81014454759541
13283,-23.01011064782791,-46.983686339601725
13210,-23.21955226311385,-46.883313189278134
13276,-22.983092033963146,-46.995791270876005
13208,-23.190172576172966,-46.891633311270105
13221,-23.184985205666504,-46.8256975822666
13284,-23.028817866450467,-46.98774817623808
13280,-23.035339717467757,-46.97157885039535
13212,-23.151712385018914,-46.971287806682476
13290,-23.08412527710581,-46.981213070896864
13287,-23.048035628679557,-46.99742100929329
13274,-22.962625689712052,-46.978695485064755
13270,-22.976619071841363,-47.01071509319301
13207,-23.1954527149576,-46.88512585567546
13216,-23.15231078798525,-46.868321408563574
13219,-23.187084388467003,-46.851647401688204
13218,-23.188638213270696,-46.87453437279828
13205,-23.249726298084145,-46.852979865687416
13203,-23.221847481562573,-46.86292270289682
13211,-23.179889672043977,-46.92851010931866
13272,-22.94509412337182,-46.997936715299005
13277,-22.99658400000001,-47.0037645
13206,-23.211714582578274,-46.8753760355472
13240,-23.087824894141608,-46.71345491227471
13213,-23.149994552971798,-46.946297992498806
13273,-22.946686728177074,-46.97467638739371
13238,-23.237674244304586,-46.76839048567362
13225,-23.221738357943586,-46.8463421029226
13257,-22.995677703232374,-46.85710624315779
13260,-22.86651803778575,-46.79872901119849
13232,-23.20706431353269,-46.76073521461075
13289,-23.036935171475537,-46.98252638233038
13209,-23.17965058485729,-46.905763528622295
13275,-22.9865591766809,-46.988718484559286
13285,-23.03701276533717,-47.005712217931354
13202,-23.207180112486487,-46.8769304786459
13214,-23.148804478137823,-46.92948882832885
13295,-23.15915219401001,-47.058207825841066
13233,-23.182970624262925,-46.74415175933935
13201,-23.192759454717027,-46.87833704570238
13278,-23.008287043697262,-47.00919837209965
13223,-23.21464231316317,-46.80396377210217
13236,-23.212470018575534,-46.7944565151719
13256,-23.019477765998932,-46.853630487528285
13254,-23.006709122136478,-46.8123500085026
13252,-22.96250715035116,-46.79794228444784
13222,-23.19523611721517,-46.812284744810114
13215,-23.175896646371736,-46.88659449520682
13224,-23.225636121241603,-46.835250577330896
13251,-22.988874545477707,-46.84197558882967
13231,-23.199116360441227,-46.78529346688349
13255,-23.022088787222643,-46.84614507475785
13271,-22.963253612775464,-47.01219940781335
13288,-23.06207686756803,-47.02026431552282
13279,-23.008964328974923,-47.0273853407067
13230,-23.207613663145274,-46.78639361266252
13220,-23.215568553333373,-46.845975079888895
13226,-23.249007721987628,-46.82496052725624
13250,-23.005474434298936,-46.84112811740004
13282,-23.039751680540128,-46.91841758516057
13234,-23.206101128274327,-46.724115270995426
13286,-23.052910153067533,-47.03164833595454
13281,-23.317880249016067,-45.97325073036114
13347,-23.141554810215272,-47.23811647179686
13360,-23.012213710514196,-47.522039731606036
13323,-23.225911871187954,-47.26603912401082
13309,-23.28024027283236,-47.28408336583513
13313,-23.24302673659768,-47.32897776089215
13385,-22.787064044215388,-47.29741233595029
13310,-23.27791979536116,-47.29777730942436
13380,-22.779754253242906,-47.29575817705261
13308,-23.387817863375663,-47.347814961436555
13346,-23.1144961851232,-47.229775768942226
13330,-23.089034640573626,-47.2144192378671
13329,-23.17868400830989,-47.29319089454089
13331,-23.086094615998483,-47.224962351552726
13304,-23.27711393672453,-47.27658838802001
13315,-23.299821440186978,-47.13776212614689
13339,-23.09232014212125,-47.19741214338985
13322,-23.194155763010308,-47.266013823662746
13327,-23.17588057617297,-47.315920049541226
13334,-23.0836437668634,-47.203069750134134
13324,-23.20591698084141,-47.307845865803
13336,-23.070896172629727,-47.19852166042471
13301,-23.25803550268717,-47.29417635508712
13300,-23.27105086011885,-47.30173375047615
13335,-23.074566681816613,-47.19487482418246
13343,-23.102451439638713,-47.205944292948246
13320,-23.198860047870664,-47.29334560811024
13305,-23.282891828963372,-47.25198334700922
13348,-23.12851459612905,-47.2406058481293
13332,-23.068418877604,-47.23637230197927
13387,-22.77604211783433,-47.284095017966116
13350,-23.045485430713946,-47.37933912085125
13344,-23.110950824311857,-47.21624859616828
13370,-23.021344682864953,-47.528427787992975
13386,-22.799795282931704,-47.303140744144564
13390,-22.849226544300205,-47.61048571730711
13333,-23.066456250100412,-47.21591274539021
13311,-23.26608248211083,-47.3127924446304
13345,-23.096930888424048,-47.221587765191316
13337,-23.063410662849172,-47.16948905182437
13382,-22.80205462780715,-47.30784990256127
13318,-23.250572528997665,-47.05478099999999
13306,-23.29267167805407,-47.29641066902304
13340,-23.10225337735851,-47.182096252041575
13338,-23.089692080212355,-47.19608228864908
13321,-23.19024365306711,-47.29157063336026
13312,-23.25718023729017,-47.35604676504709
13349,-23.12745781267067,-47.24953698160618
13341,-23.112464472804252,-47.17232524434041
13375,-22.929488142312103,-47.56826980444117
13326,-23.195719624473465,-47.304815552599656
13328,-23.184582414451018,-47.328649797768485
13302,-23.264239933780345,-47.273846867093894
13389,-22.763895443632787,-47.226482016560574
13342,-23.144126107823592,-47.18406987459923
13355,-12.993852225474159,-38.480881846108396
13319,-23.28867817281418,-47.0565400118141
13388,-22.764706986163066,-47.24860116691919
13381,-22.801455426942486,-47.325913356928254
13468,-22.75357308071264,-47.3394119839509
13482,-22.57487785152052,-47.416177053147926
13416,-22.71511044491884,-47.645625352213
13450,-22.760477687572447,-47.412811219517714
13419,-22.726257875353635,-47.63781138952056
13469,-22.71120750513589,-47.36789471940099
13453,-22.735792565270128,-47.410895083967475
13413,-22.665653573374357,-47.60257665309577
13411,-22.671447720100474,-47.68291776300415
13454,-22.744969047625496,-47.379147120561896
13467,-22.78001467637804,-47.3518002860981
13480,-22.564590914795996,-47.40315315223039
13440,-22.84948225596616,-47.68109670487482
13401,-22.756581586733216,-47.6511707514571
13481,-22.599254430886607,-47.379809635503186
13473,-22.72893170107914,-47.301322143632056
13403,-22.727374795169954,-47.67061025477531
13474,-22.699283751601328,-47.3060578924634
13409,-22.677209288360626,-47.71180937705575
13484,-22.541719708891844,-47.427681190013296
13418,-22.728804043597282,-47.63173831975289
13422,-22.75043546601066,-47.60155698958399
13465,-22.74703919816495,-47.34322030252754
13405,-22.716839285850448,-47.65736585405934
13420,-22.74098779744896,-47.60706025967849
13471,-22.722145470713862,-47.33535052553523
13455,-22.72555372425961,-47.36655774789988
13472,-22.721365005132203,-47.32132874836538
13400,-22.734190708292502,-47.65736922147847
13457,-22.768743804807226,-47.395682479228896
13490,-22.47209221623169,-47.459789454545096
13456,-22.75967282783305,-47.36473667456338
13460,-22.77806045966223,-47.282023898496654
13485,-22.54610762836861,-47.38361823827111
13412,-22.693073720785986,-47.65447299085341
13483,-22.568350421316858,-47.447439479744894
13495,-22.59026385142432,-47.51988929812747
13451,-22.749094277169572,-47.424436703942106
13424,-22.750100527352892,-47.6459038030758
13423,-22.741294353655313,-47.591904150268476
13402,-22.74889090313922,-47.678702636418684
13408,-22.67126597723474,-47.69675782988044
13486,-22.56890786456977,-47.37619564683011
13466,-22.752315072998986,-47.323714923682786
13477,-22.744504121011015,-47.30243020136758
13426,-22.752261000000004,-47.621537999999994
13417,-22.746032877835145,-47.63636231303046
13470,-22.71890107574422,-47.349763387383206
13478,-22.73727841993187,-47.31266995989381
13458,-22.77434611235661,-47.398443706789934
13406,-22.68073272144369,-47.70099050140135
13425,-22.757830532892818,-47.60872688259565
13414,-22.70208866721839,-47.65731460235248
13487,-22.57899631642056,-47.37156127520432
13476,-22.744040339102405,-47.24289505970237
13475,-22.705055276992322,-47.27298438689483
13421,-22.768232178429443,-47.59592486661107
13432,-22.676453803284016,-47.770112916082496
13428,-22.73581038383641,-47.53812019649149
13479,-22.76011369374185,-47.31087872068439
13427,-22.74328921510183,-47.57177239508914
13452,-22.73098895310133,-47.409345902290795
13459,-22.73984285448193,-47.48625718248998
13415,-22.70734123535693,-47.5946920304113
13433,-22.56971348681403,-47.60996992951116
13500,-22.402133192076764,-47.56233402025511
13563,-22.00164339294664,-47.924424205357845
13537,-22.434117937517833,-47.71050177789937
13560,-22.01139055955482,-47.88648709276439
13502,-22.429477676928897,-47.588486538288485
13510,-22.457455770483627,-47.53936224061793
13574,-22.031055932281127,-47.89876955759132
13505,-22.392256145058425,-47.55944968375015
13506,-22.412791063943075,-47.554989709590494
13571,-22.033535693851,-47.866356326026384
13569,-22.01401696225976,-47.874963174851416
13504,-22.38438072912452,-47.58636484084471
13530,-22.249520394182735,-47.81123678056146
13564,-21.998509608817052,-47.8988801405083
13561,-22.014946613653425,-47.901489463788955
13503,-22.404280214539906,-47.57843446971194
13515,-22.50146285970488,-47.77297461817962
13570,-22.03199122115691,-47.87613457059884
13565,-21.969376473950696,-47.890867738753215
13566,-22.00055438718329,-47.88585695697964
13580,-22.06412930010067,-48.17887518860225
13575,-22.033429966724263,-47.91371971353119
13568,-22.01696729615091,-47.85171546211553
13501,-22.437748743859654,-47.558329437792395
13562,-22.00479173189448,-47.92391903635525
13572,-22.041836078850352,-47.894825800076454
13520,-22.5567717701264,-47.91123662245614
13567,-22.000002244243735,-47.876473477927206
13573,-22.06443779101501,-47.896399508194314
13590,-22.11041683240867,-48.30935219804882
13540,-22.220859538586108,-47.62390765610621
13509,-22.42932268504749,-47.57502009061479
13550,-22.12626771146922,-47.66165228278019
13525,-22.597237012242356,-47.873041620583926
13579,-22.43621639690722,-46.828238385668115
13508,-22.411489567314835,-47.570963437965275
13507,-22.41492896707656,-47.55469808107779
13578,-21.893562,-47.89098450000001
13601,-22.363302142939553,-47.38673630322003
13606,-22.355093829278463,-47.32579195272525
13631,-22.002685611188895,-47.42592206193029
13660,-21.858555070695942,-47.48403458197557
13650,-21.817028014586075,-47.24266525128645
13670,-21.69177606516385,-47.47882812541438
13615,-22.162480324228845,-47.38128759913257
13690,-21.915727706969644,-47.62033250569028
13614,-22.181778079147104,-47.395871187867186
13612,-22.191519440734602,-47.406601431329385
13632,-22.00467253391821,-47.415200409159745
13617,-22.18374808969113,-47.379246263371904
13607,-22.3724074299152,-47.34738062891685
13630,-22.006605899216094,-47.427639846665315
13604,-22.33251088443001,-47.37726486156846
13610,-22.188010549332656,-47.38890953944135
13600,-22.359062868862782,-47.380719413287295
13603,-22.357155798358093,-47.405292121851204
13635,-21.971012714097714,-47.426693217712526
13616,-22.16869311380004,-47.37632757980868
13643,-21.933606499999943,-47.356490727999976
13611,-22.202974009259318,-47.38019840185567
13605,-22.35221060164216,-47.37105202775028
13609,-22.383142071614014,-47.376883073691474
13636,-21.992120963143176,-47.42222340853305
13633,-22.009073454399637,-47.43894310790179
13641,-21.923070908174356,-47.36244374160741
13634,-21.998143112255253,-47.43774697906376
13613,-22.182877947739506,-47.400870915004084
13602,-22.36865797085809,-47.398912287119856
13625,-22.132956055094628,-47.451752313329344
13640,-21.94319165614812,-47.364605295155144
13638,-21.9849788651282,-47.414376365467575
13608,-22.356055288548323,-47.32474977930578
13738,-21.473396934171287,-47.00955329686342
13720,-21.592175195884266,-46.893895990361436
13700,-21.77858754402216,-47.09381672518129
13731,-21.470866436154637,-47.01839057008673
13770,-21.53291399999999,-46.63980225
13710,-21.716754014169144,-47.27203933359485
13760,-21.472572344386293,-46.74795423526378
13734,-21.46550827240684,-46.99450984500472
13780,-21.65938993977817,-46.73813797473669
13730,-21.46569907614626,-47.004754794744606
13737,-21.49767099861364,-47.010712147875225
13732,-21.454088788580002,-47.0219299071444
13736,-21.479141419872427,-47.00307581309471
13735,-21.46991461724356,-46.99938370314465
13755,-21.322006474668765,-47.027877118919285
13715,-21.737799874375426,-46.967805193843425
13790,-21.709634431877642,-46.82119884097071
13750,-21.409464471821305,-46.811789226377385
13733,-21.461800979445574,-47.00077905378499
13705,-21.89278315095601,-47.03750341460267
13739,-21.471544821615407,-47.03367128419283
13707,-21.94830470114984,-47.117609897112715
13820,-22.689712550377955,-46.98249303136359
13880,-21.83948265963376,-46.88952885213608
13840,-22.359648157307664,-46.93603474635176
13830,-22.607003040200272,-46.91414970477579
13848,-22.331248866205634,-46.922579626017296
13845,-22.35835224656331,-46.960748277333316
13844,-22.38294111612545,-46.94664125419025
13875,-21.98635430348182,-46.775203722220574
13843,-22.3970091627978,-46.945452027325246
13807,-22.402763103111287,-46.94468978960629
13800,-22.438121280598992,-46.973524736049406
13870,-21.97841480270819,-46.79561480625737
13847,-22.35292443551681,-46.93578305768344
13825,-22.614295651682127,-47.06761188787578
13860,-22.052989319565953,-46.97231268956188
13835,-22.338621,-47.17603125
13874,-21.967626728367318,-46.7876037011289
13806,-22.41005254410913,-46.97276509151268
13876,-21.98953511441649,-46.78502371628886
13871,-21.987363965222393,-46.79543086278632
13849,-22.276465706403414,-46.976535469511575
13801,-22.447759756044725,-46.946999106295856
13846,-22.33932197651208,-46.95446041336922
13842,-22.387330185213518,-46.928039850141154
13841,-22.362132131692046,-46.92258823984524
13803,-22.455719079469567,-46.97770146357666
13817,-22.523437439933662,-46.953870488237115
13857,-22.275354268164765,-46.9507651824957
13873,-21.951603059791648,-46.7973683734107
13802,-22.44224639217495,-46.938793448092824
13872,-21.96196524041615,-46.80604515679257
13855,-22.29375183275978,-47.131445063628604
13805,-22.402578352761264,-46.98739104815626
13890,-21.936065315045532,-46.716360855959365
13877,-22.00069443861166,-46.804328342847306
13808,-22.449054320686553,-46.93438366542154
13879,-21.88908,-46.863608705601216
13804,-22.506166088763198,-46.97215110400454
13822,-22.70548211157595,-46.98827264501702
13895,-21.83664949251749,-46.74404660731191
13908,-22.722820928066355,-46.84179829244856
13972,-22.433272354448732,-46.81770035287661
13960,-22.594962461847967,-46.52150928252122
13950,-22.523688000000003,-46.64738025
13940,-22.47745636162787,-46.63246689302296
13901,-22.70252137385309,-46.7762559461596
13904,-22.717484113550388,-46.78143058832225
13900,-22.70261951457095,-46.765864341104496
13905,-22.712172829880434,-46.789364750620365
13920,-22.738241505857648,-46.895858577758595
13930,-22.59644020729109,-46.711968688223536
13973,-22.442208851962704,-46.80330221822877
13990,-22.18081673466526,-46.75045932004407
13970,-22.433825323698517,-46.82482361170907
13976,-22.42593017029389,-46.82765699803194
13975,-22.432161006005426,-46.83792528544762
13971,-22.41871528680376,-46.82798216284088
13986,-22.393696899359803,-46.752449567984726
13902,-22.70668866694557,-46.75363598626577
13910,-22.693545921101087,-46.68243889291855
13915,-22.69692680935498,-46.987862499306964
13974,-22.441689885911973,-46.8296843558603
13912,-22.688055984736557,-46.98525572799932
13916,-22.686079400225033,-46.99584188620234
13995,-22.11666363986587,-46.68253129105786
13918,-22.701139778024537,-46.998581834768885
13911,-22.700759264340558,-46.98220781704875
13919,-22.70889536940213,-46.99166788289679
13914,-22.675045524603085,-46.97723923769846
13903,-22.709517946707848,-46.76918089355994
13917,-22.69495730730349,-47.0087387799133
13977,-22.443808325724696,-46.835012288716754
13909,-22.697860767961288,-46.72144309631252
13988,-22.329696772146253,-46.72326940654862
13913,-22.660989666259717,-46.946893959295046
14025,-21.186657754371282,-47.80976500582838
14030,-21.18626056036128,-47.840345544405324
14075,-21.152969235356927,-47.77227625506375
14093,-21.188237520138365,-47.75564477528397
14060,-21.132996952825216,-47.808961943642814
14020,-21.210104711049134,-47.80139005429387
14057,-21.135911060505503,-47.83943588412487
14050,-21.171217484950077,-47.81941847157649
14095,-21.188764942887172,-47.76987064730896
14076,-21.154251711600217,-47.787389893259956
14085,-21.16850440882337,-47.79370519233655
14010,-21.179578055269594,-47.811269021316186
14021,-21.21227916180968,-47.78815176242136
14080,-21.15471717346644,-47.797624424923534
14096,-21.197994153181128,-47.77931727557278
14090,-21.177451592561603,-47.79583295337296
14056,-21.13517615098964,-47.8414484583646
14022,-21.226395814200252,-47.785017797421524
14026,-21.216210904524203,-47.81828973980032
14094,-21.194323097917408,-47.74678872433223
14015,-21.180024408823375,-47.81386413405275
14055,-21.1575781634253,-47.81743621509692
14027,-21.224269886202347,-47.83392543796527
14079,-21.156131333160943,-47.74568764755373
14040,-21.171965761873103,-47.86823156258297
