zipcode,customer_city,customer_state,geolocation_lat,geolocation_lng,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,order_item_id,seller_id,shipping_limit_date,price,freight_value,review_id,review_score,review_creation_date,review_answer_timestamp,order_id,payment_sequential,payment_type,payment_installments,payment_value,product_id,product_photos_qty,product_category,seller_zip,seller_city,seller_state
35700,sete lagoas,MG,-19.4636125483059,-44.2444140302301,147a66016ca869c7c1ac0e8480119ae2,delivered,2017-09-03,2017-09-04,2017-09-05,2017-09-12,2017-09-25,1,7d948535954aaf8c5d39db007f74372e,2017-09-11,47,15.1,d1a7fdf7738342b48f9d74fb42e84e90,5,2017-09-13,2017-09-13,6024ba74feaaac8884b2c5c9a8dce93b,1,boleto,1,62.1,ef43ce667e1a98728fd045dce7162c86,2,fashio_female_clothing,11442,guaruja,SP
85988,entre rios do oeste,PR,-24.7064887458468,-54.2435539144552,c2941f3b96e73ee4e9011e091d332f61,delivered,2018-03-25,2018-03-27,2018-03-28,2018-04-10,2018-04-20,1,ea8482cd71df3c1969d7b9473ff13abc,2018-04-02,24.99,18.23,0246d478b1e059230f1220274503434d,5,2018-04-11,2018-04-12,8f18c3388d30c472f694e605be95b15d,1,boleto,1,43.22,a2da86fa759178e9e58e54aa1a144e59,5,telephony,4160,sao paulo,SP
98200,ibiruba,RS,-28.6286971104597,-53.0966783033472,5d86d96c2e0dcf2821a9f5b082e8bcc9,delivered,2017-04-11,2017-04-11,2017-04-13,2017-04-20,2017-05-09,1,8581055ce74af1daba164fdbd55a40de,2017-04-17,169,29.05,5bed2b00aac5b6997e4480e2c2f732db,4,2017-04-21,2017-04-27,2804b32d150c753fbd49da4d9c0c3158,1,credit_card,1,370.1,98d61056e0568ba048e5d78038790e77,1,auto,7112,guarulhos,SP
36660,alem paraiba,MG,-21.8656050102771,-42.7058670142466,499da3e498c2933ce31488deb6ed7810,delivered,2017-08-09,2017-08-09,2017-08-11,2017-08-17,2017-09-04,1,530ec6109d11eaaf87999465c6afee01,2017-08-15,166.9,30.21,c7cd8f9485ee11a4b174aede7c474146,4,2017-08-18,2017-08-21,29005d903202063a0ff076bfdf7fcc13,1,credit_card,3,197.11,33fd25c03ded294654c7d7ed6677c475,1,housewares,85807,cascavel,PR
11060,santos,SP,-23.9670524166137,-46.3369159278377,9885ce55720b7a76b140a5ed53480d74,delivered,2018-04-19,2018-04-19,2018-04-20,2018-04-27,2018-05-15,1,edb1ef5e36e0c8cd84eb3c9b003e486d,2018-04-25,669.65,22.57,0ad7928c2c90d6038369fe6432fccad8,5,2018-04-28,2018-04-30,3c0b67bd85f2dfc07ce29067544177e7,1,credit_card,10,692.22,3e6849c6e53482c55a97363674027b4a,1,health_beauty,25957,teresopolis,RJ
89130,indaial,SC,-26.9023559277376,-49.2426207314246,fe196aba95e52d084e7bb60dbd8a23f1,delivered,2017-04-27,2017-04-28,2017-04-28,2017-05-15,2017-05-29,1,897060da8b9a21f655304d50fd935913,2017-05-05,22,14.52,37964849651a59fb73847335d0a7a2ce,1,2017-05-16,2017-05-17,07ad2a87dfce684f0b6a23886db925c9,1,boleto,1,73.04,6d2fde7d12bb6ff367dbda120ba8828e,1,computers_accessories,14092,ribeirao preto,SP
75950,jandaia,GO,-17.0370225,-50.139432,eb58af3f31ba5d587163397ba551e188,delivered,2018-02-26,2018-02-26,2018-02-28,2018-03-08,2018-03-22,1,085f6f7e049c996695fb2074fe38d45e,2018-03-02,11.6,15.1,92483c7cb53b336c315bf44f4c613dba,4,2018-03-09,2018-03-12,48679e7a18e6aa746943453400b7e74c,1,credit_card,2,53.4,1053d2f1df34b526957673f25a1b50e3,1,housewares,12020,taubate,SP
7220,guarulhos,SP,-23.4646384612788,-46.4646149424087,c96a23bfabccf9d49a7315fb4a36a4d0,delivered,2018-03-12,2018-03-12,2018-03-13,2018-03-15,2018-03-22,1,4371b634e0efc0e22b09b52907d9d469,2018-03-16,60,7.39,33e56f0a2435fb7272289d4c6131f38a,5,2018-03-16,2018-03-17,71cd324a1b352121198937e95b18f4f4,1,credit_card,3,67.39,51ff363ff8346f0fb99858f2c0954231,1,sports_leisure,2028,sao paulo,SP
8151,sao paulo,SP,-23.5213365817358,-46.4072395486038,0131193f8b1b149f85f1326ac337effb,delivered,2017-07-09,2017-07-10,2017-07-12,2017-07-21,2017-07-28,1,4a3ca9315b744ce9f8e9374361493884,2017-07-14,89.9,12.13,2c2b8cb5ea5279d9dd184399da10ef99,5,2017-07-22,2017-07-24,d62dee82fbbff8937958215d8eddf5dd,1,credit_card,6,204.06,35afc973633aaeb6b877ff57b2793310,1,home_confort,14940,ibitinga,SP
28080,campos dos goytacazes,RJ,-21.7465220379593,-41.3259270917856,69f645ccc229773483d2432687142f71,delivered,2018-02-24,2018-02-24,2018-02-26,2018-04-20,2018-03-23,1,91f0eec23d4a61d7d7caeefa3f0ad1ca,2018-03-02,199,24.26,5d0f86b7759a2d7c5c8e358b0fe5a418,1,2018-03-25,2018-03-25,cbec497198427d28e8c84e2ccaffb6e3,1,credit_card,4,223.26,f196248e8b5d060cca414a664ea9a76f,1,auto,88704,tubarao,SC
95032,caxias do sul,RS,-29.1508393791036,-51.1974791159006,f51384546dffb3d2caa47db623a0c856,delivered,2017-05-27,2017-05-27,2017-05-30,2017-06-05,2017-06-27,1,b1fecf4da1fa2689bccffa0121953643,2017-06-01,129.99,29.31,b1330650ee0541e635965db39ac32a44,5,2017-06-06,2017-06-07,7962c29496311e6f33a972d590b1f966,1,credit_card,3,159.3,ccdc2cdf7a30f11bbc65d90c630c5e86,5,health_beauty,79107,campo grande,MS
34800,caete,MG,-19.8835204085375,-43.6693329738949,670ec71eb17d748055f9fa2a0d111979,delivered,2018-04-09,2018-04-10,2018-04-11,2018-04-24,2018-05-07,1,431af27f296bc6519d890aa5a05fdb11,2018-04-16,135.9,21.88,0fb289126ceedb9e9152ee2a14a040c9,5,2018-04-25,2018-04-30,03d3db2eb72705d4b4dd30987cf610f8,1,credit_card,5,157.78,9545d45c37449ccbc376de3a04c66e71,1,health_beauty,14110,ribeirao preto,SP
7053,guarulhos,SP,-23.4745900890712,-46.5609694491022,2ee50c8acce81885e23eb2b2f8e09f0c,delivered,2018-03-18,2018-03-18,2018-03-19,2018-03-27,2018-03-29,1,fa1c13f2614d7b5c4749cbc52fecda94,2018-03-22,759.9,13.67,0344ba0e0f69fc63d7c873b5b3b096c8,5,2018-03-28,2018-03-29,2e241dd7ebbf1f048d5e0783826066c0,1,credit_card,8,773.57,514261bb564657b9c123325f5af6bf4f,1,watches_gifts,13170,sumare,SP
27213,volta redonda,RJ,-22.5056949019169,-44.0886391217407,75b9ed89cf797cb01942d3d6dac94a48,delivered,2017-03-10,2017-03-10,2017-03-13,2017-03-20,2017-04-11,1,1554a68530182680ad5c8b042c3ab563,2017-03-27,66.99,17.21,034cb1bc99633a7ada371596abe55b53,5,2017-03-21,2017-03-22,1ff554f292eca293a405beea2511f6de,1,boleto,1,84.2,f422d0d9f8b5f7c27289382b14b61248,3,toys,37580,monte siao,MG
20740,rio de janeiro,RJ,-22.8960352039933,-43.3215765102718,32cb76fcd6568cb229f05d3e1e77bc4e,delivered,2018-02-01,2018-02-01,2018-02-06,2018-02-22,2018-03-02,1,cbd996ad3c1b7dc71fd0e5f5df9087e2,2018-02-09,59.7,15.17,f75e519c79948ed96a35e5d0db3aa664,5,2018-02-23,2018-02-25,a8c73a48c9615d63b8ac5254472e9c42,1,credit_card,2,74.87,9749139e09929de55d37e68e64b89706,1,health_beauty,15081,sao jose do rio preto,SP
22750,rio de janeiro,RJ,-22.9476541110277,-43.3386061558371,0c0cff01107d9555110f6a6f0df65dd6,delivered,2018-01-06,2018-01-06,2018-01-08,2018-01-27,2018-02-07,1,76d64c4aca3a7baf218bf93ef7fa768d,2018-01-10,425,39.05,33b52594f601e1fda55c3db1ac25836b,4,2018-01-28,2018-01-29,712019d1870cae651794147ac4d25da0,1,credit_card,8,464.05,820a71c6cab9c9f8c9089394c667ecfd,1,auto,80215,curitiba,PR
52041,recife,PE,-8.03545700372123,-34.8924536943806,4a0e08a063a29ba6840734015f08d920,delivered,2018-03-15,2018-03-16,2018-03-19,2018-03-22,2018-04-11,1,33a6f4b1e7cdc205511e76ba1b6e0186,2018-03-23,59,19.1,1fa1b1af26d1ac6d1487ef7fc72a342e,5,2018-03-23,2018-03-26,b290e4dd94ec1715d29cc7d82dcf4d2f,1,boleto,1,78.1,624a104988a613eba3eae6cd9132d397,1,bed_bath_table,7084,guarulhos,SP
23088,rio de janeiro,RJ,-22.8852735617462,-43.5537088848174,72ad3b059873841f4e0cc95d7eb93de2,delivered,2018-05-07,2018-05-08,2018-05-08,2018-05-17,2018-06-13,1,bbf9ad41dca6603e614efcdad7aab8c4,2018-05-10,599,104.81,fb82ce5262889da512f5eb58cef6fe1b,5,2018-05-18,2018-05-21,fb7a3213facd63106674c2d4fe0813ae,1,boleto,1,703.81,3d388ad844800bc833bd3e880740917f,4,health_beauty,60348,fortaleza,CE
13025,campinas,SP,-22.9034346283686,-47.0527668172427,0ebb6d45fdc7c49738cd93b0cd95f123,delivered,2017-12-02,2017-12-02,2017-12-12,2017-12-18,2017-12-20,1,a49928bcdf77c55c6d6e05e09a9b4ca5,2017-12-07,89.9,11.83,482ec457a0d1bf45fef5df53ceaab604,1,2017-12-19,2017-12-20,6f8152f5fff81d90b3824cd6ab230d8d,1,credit_card,1,2.74,b5e13c9a353102f79c6206ff5cb61a50,2,toys,3017,sao paulo,SP
45027,vitoria da conquista,BA,-14.8889898919999,-40.82497,13df83363288f0864b3be4b0a8bd0527,delivered,2018-08-08,2018-08-08,2018-08-09,2018-08-20,2018-08-29,1,bccf933e006e9b94a6184af782963e77,2018-08-10,24.9,23.32,173ab4be7374b3b046444054b1db5b7e,5,2018-08-21,2018-08-24,fbb4b099937e8d62bcf20d31634fa166,1,voucher,1,48.22,c3674fb8631d709e138f75fad3bf1b01,1,health_beauty,19806,assis,SP
12243,sao jose dos campos,SP,-23.2017811187893,-45.8956700779906,c0286f3854eb1f1aabe4cf44e9724348,delivered,2018-04-01,2018-04-01,2018-04-02,2018-04-04,2018-04-12,1,db4350fd57ae30082dec7acbaacc17f9,2018-04-05,21.99,7.39,9011b82795fab5af26a854aa910e6032,1,2018-04-04,2018-04-05,e21a80eea8af4c40c61e96affe0f3a83,1,credit_card,2,29.38,f906dbac60e535e0e5c313eaf7c5bfce,1,telephony,3126,sao paulo,SP
36889,muriae,MG,-21.1251169592013,-42.3621360575913,eedbc4ba82eaf24acbe9448241546893,delivered,2018-02-20,2018-02-20,2018-02-22,2018-03-09,2018-03-23,1,00fc707aaaad2d31347cf883cd2dfe10,2018-03-02,85,17.03,e90895408e815774871ce052a561fb66,5,2018-03-10,2018-03-11,2a0f3e45a35626fe09681315beafbb10,1,credit_card,1,102.03,64fb13596caf118c438edc5c6ed2d50a,1,computers_accessories,87025,maringa,PR
13825,holambra,SP,-22.6142956516821,-47.0676118878758,1e141bc0578f55009f9a7ba90d846d75,delivered,2018-01-04,2018-01-04,2018-01-05,2018-01-09,2018-01-31,1,93b9a99027bd8bd6af682aff18dd19bf,2018-01-17,165,15.91,b04acacb45424b2ddee5e6911cc399fd,1,2018-01-10,2018-01-11,f442020e13b718d40746ce039d97b4c2,1,credit_card,6,180.91,46d8fdabc7206779c58d45a23ad08d18,2,furniture_decor,7600,mairipora,SP
37132,alfenas,MG,-21.4430741447145,-45.9508220138507,bfe0d569937866f0578c2d61850eff1d,delivered,2018-06-21,2018-06-21,2018-06-22,2018-06-28,2018-07-16,1,7e3f87d16fb353f408d467e74fbd8014,2018-06-25,89.9,19.82,4554e408efaa86e6a86faddb999535d5,5,2018-06-29,2018-07-04,4b9fdb48eccb25686cf34b966d7f0292,1,credit_card,3,109.72,4ce9ab528124f89e091b17d11aa2e97c,3,computers_accessories,4809,sao paulo,SP
13450,santa barbara d'oeste,SP,-22.7604776875724,-47.4128112195177,d59ce90b80e83bccfbb9e9467b87ede5,delivered,2018-07-25,2018-07-26,2018-07-26,2018-07-28,2018-08-03,1,da8622b14eb17ae2831f4ac5b9dab84a,2018-07-31,29.9,7.47,d0517d82a887cfa4d60bbd1790ec563b,1,2018-07-29,2018-07-30,5f3ce710839dcf62389d5187ece2d4e8,1,boleto,1,74.74,e0cf79767c5b016251fe139915c59a26,1,health_beauty,13405,piracicaba,SP
35740,esmeraldas,MG,-19.8018746491728,-44.1513021502645,909581047bbcefcdb301da7c5ce063f8,delivered,2018-06-13,2018-06-13,2018-06-19,2018-06-23,2018-07-12,1,8fd3b4468f6425810648177996c14cbd,2018-06-20,354.9,21.67,983d0409326cada6195d69b477be4265,5,2018-06-24,2018-06-24,5c3daac471748ba7152bf6760e8c12b8,1,credit_card,5,376.57,e398924df814f49525ebf68af637b1bc,1,health_beauty,15015,sao jose do rio preto,SP
93180,portao,RS,-29.6960435029035,-51.2435181938948,dd37203d1d35f4c64e4cc650fa3ecf86,delivered,2017-06-07,2017-06-07,2017-06-19,2017-06-26,2017-07-13,1,579891617139df7d8671d373f0669622,2017-06-20,34.9,15.79,494caf5e762b48b7275ef2ff25f36e3a,5,2017-06-27,2017-06-28,fcffb64079d8d2cef5d9014ea91705d3,1,credit_card,2,50.69,4150a78d94e1932852796a92cda4cd90,1,books_general_interest,20061,rio de janeiro,RJ
29151,cariacica,ES,-20.3301308398277,-40.3644595389429,16a3b1c043fac7263aff62e7cb65fad5,delivered,2017-07-16,2017-07-16,2017-07-18,2017-07-27,2017-08-10,1,c9c7905cffc4ef9ff9f113554423e671,2017-07-20,45.5,15.11,9d21c5635e02683df1b4f8abcd0e5cb0,4,2017-07-28,2017-07-30,c884d72c3ddc5b65c6eb6c37f2d14578,1,credit_card,1,60.61,8d139b1550c8cc91a3babc9cfe9fc147,5,telephony,6871,itapecerica da serra,SP
5787,sao paulo,SP,-23.6173011455255,-46.757731071725,cb2af73ae8790acc67766c8121b349bf,delivered,2017-02-26,2017-02-26,2017-03-01,2017-03-06,2017-03-21,1,70a12e78e608ac31179aea7f8422044b,2017-03-03,20,10.96,f4b61bdd2cb852ee65d806e6ce7f0675,3,2017-03-07,2017-03-10,30c902056ce61a4404a706f9dc06b4bc,1,credit_card,3,30.96,d4d1de9db08cae166ea1a506ea87769b,1,computers_accessories,12327,jacarei,SP
35116,mesquita,MG,-22.7864836799054,-43.4215288875822,f4b9989784f503651bcbf4ba6273aec0,delivered,2017-09-04,2017-09-05,2017-09-05,2017-09-15,2017-09-26,1,f27e33c6d29b5138fa9967bcd445b6d5,2017-09-12,59.9,17.67,43cc6b8f0722c7878c2560b8c4c7f35c,5,2017-09-16,2017-09-16,f09b9aa6920cc3061b54d2febae19ded,1,boleto,1,77.57,86133a2151bd98a3ed2ad758709e6d1b,6,cool_stuff,4273,sao paulo,SP
5812,sao paulo,SP,-23.6571029480928,-46.7331371086618,39ed53d31627390f1a8fa1470cef1b5f,delivered,2017-03-29,2017-03-31,2017-03-31,2017-04-05,2017-04-18,1,582d4f8675b945722eda7c0cb61ba4c7,2017-04-06,45.49,10.96,878290d717e21a4fe393f6594551e170,5,2017-04-06,2017-04-07,ef2d13d781a97ea071e0ad0236e35f49,1,boleto,1,56.45,cb43c6e1c451902b51f4f4ff512302df,3,electronics,11250,bertioga,SP
69309,boa vista,RR,2.81299653810587,-60.6952638193429,784210ee365c635556aeb69e14e072fc,delivered,2016-10-10,2016-10-12,2016-10-16,2016-10-19,2016-12-16,1,f4aba7c0bca51484c30ab7bdc34bcdd1,2016-10-16,39.7,29.32,6ae2f4403d64910933b2fae18430a35f,4,2016-10-26,2016-10-27,d6e32818428593eefe8ffd7e15acb83e,1,boleto,1,69.02,6dab56beb5263f0d554cae5c55809208,5,health_beauty,1031,sao paulo,SP
6865,itapecerica da serra,SP,-23.7430451387995,-46.7910761544549,6e0c9bef85839fa8f4107f3b0db5e4ac,delivered,2018-06-21,2018-06-21,2018-06-22,2018-07-03,2018-07-13,1,951e8cef368f09bb3f3d03c00ca4702c,2018-06-27,29.99,12.87,e10c873dd7f4b4878f3ea35a6589be9d,5,2018-07-03,2018-07-03,f82fad0f66275ce506ed5b5c48138b08,1,debit_card,1,42.86,eac8b9e1c1eaa41a41acc9f41d1287e5,1,bed_bath_table,14940,ibitinga,SP
75391,trindade,GO,-16.65390424,-49.501984609,d3208c1be815d769d22cb30ce5c334c0,delivered,2018-05-03,2018-05-03,2018-05-07,2018-05-15,2018-05-30,1,c03121937e54a93fcc1825c3098bbb6e,2018-05-09,149,19.31,d05d745be88f1d9259a43b39999531fd,5,2018-05-16,2018-06-30,6687e41328c2c088bbef1bf4967d14db,1,credit_card,6,168.31,9fb9a39f2e393018aaeb432394aff48f,9,books_general_interest,82800,curitiba,PR
13189,hortolandia,SP,-22.8672528188162,-47.2317293639577,9addbda17e1bb5d5cfdbdd7cb0a7eeec,delivered,2018-06-11,2018-06-11,2018-06-13,2018-06-14,2018-06-20,1,fe2032dab1a61af8794248c8196565c9,2018-06-13,189,10.07,6450fd89923a272e75807d3ab303f63b,5,2018-06-15,2018-06-17,f045a5288c6c147b39b28a8a57357722,1,credit_card,8,199.07,d8cabd83757ecf48a7d2628dee9135c1,1,perfumery,13030,campinas,SP
63260,brejo santo,CE,-7.48963932918964,-38.9890401040773,b77d8b017bee4578bb65581f09c6167c,delivered,2017-11-11,2017-11-11,2017-11-17,2017-12-07,2017-12-13,1,e48cc16ab70bfa09e1401740dce0b3d7,2017-11-16,49.99,26.89,8dd79470afe3447215c0eec5f8fece87,4,2017-12-08,2017-12-10,6fbee8112bd7aa6e40520d182952bee3,1,credit_card,3,76.88,d267d19dabd3e26083fc8529fdc35ea3,3,computers_accessories,16022,aracatuba,SP
22441,rio de janeiro,RJ,-22.9835768104334,-43.2207231300134,f903d45628e30613796b655e228d612e,delivered,2018-02-18,2018-02-18,2018-02-19,2018-02-22,2018-03-23,1,a1043bafd471dff536d0c462352beb48,2018-02-22,149,38,3d79e41045c8e6df2dab4f6fc304cd99,4,2018-02-23,2018-02-26,96637aa17954c0d0eb8fdb2571cf7342,1,credit_card,2,187,d1c427060a0f73f6b889a5c7c61f2ac4,1,computers_accessories,37175,ilicinea,MG
11707,praia grande,SP,-24.0489526248888,-46.5341114823948,3cb2dbb0982e2c3ac0fb60850248a0b1,delivered,2018-07-09,2018-07-09,2018-07-10,2018-07-11,2018-07-18,1,6560211a19b47992c3666cc44a7e94c0,2018-07-11,55,7.65,494d150e8d19d18e57291befee291f3e,5,2018-07-12,2018-07-13,3c7871f5af3741b43672af62bf262d46,1,credit_card,3,62.65,7b66b19cf13720604859bcd8c48c0dab,6,watches_gifts,5849,sao paulo,SP
55660,bezerros,PE,-8.22979535476939,-35.7543129536442,73013cc9fa18f10267f2221fff4a936d,delivered,2018-08-15,2018-08-15,2018-08-21,2018-08-28,2018-09-18,1,a5cba26a62b8b4d0145b68b841e62e7f,2018-08-20,239.9,68.82,ab1b3edaec7fa630e361b714387a8e45,4,2018-08-29,2018-10-04,3edfecc4a611653ebb70ad242db1aa56,1,credit_card,10,308.72,fdd06e4d9669d1f11992a3973a0fdd7b,1,health_beauty,87303,campo mourao,PR
5728,sao paulo,SP,-23.632803207396,-46.739237617305,1802643fd59a005de6b9876d5aeb5d28,delivered,2017-11-19,2017-11-19,2017-11-20,2017-11-23,2017-12-07,1,c68fb906c8f4b4b946d8386bfa6e5467,2017-11-23,99.75,16.33,dda71a36ff26611a7ac6afd2ac4f5c49,5,2017-11-24,2017-11-27,7740302185d9a8ce925a25e6dd023f59,1,credit_card,1,116.08,30048c2138eb22aebd13d31c07ba226b,2,housewares,14870,jaboticabal,SP
1323,sao paulo,SP,-23.5636009281087,-46.6409689154143,4a4f956bd9b42fe75897a1f63786cf06,delivered,2018-08-25,2018-08-25,2018-08-27,2018-08-28,2018-09-06,1,b561927807645834b59ef0d16ba55a24,2018-09-04,98,8.46,444518d92c71528b9978cd0051b37e3d,5,2018-08-29,2018-08-31,69f1e4d5709c13914c309652f82319f8,1,debit_card,1,144.21,0d4e8d3f34ece63cc5132237ccfc0241,1,stationery,2955,sao paulo,SP
25212,duque de caxias,RJ,-22.6737021508384,-43.2462947692025,1d44cd7b03a23dfb895280df96602387,delivered,2017-05-20,2017-05-20,2017-05-23,2017-06-01,2017-06-13,1,0c8380b62e38e8a1e6adbeba7eb9688c,2017-05-25,49.9,17.6,115753a3af7c84e91189dc36d9cb73d3,5,2017-06-02,2017-06-03,cdb66326ea0bdac7baf24b38a67af09c,1,credit_card,2,67.5,c689470c5a069795896edc7b896d9251,1,bed_bath_table,37410,tres coracoes,MG
4042,sao paulo,SP,-23.6027075034624,-46.642644,4efe086525361180013334e3fb689dc3,delivered,2017-04-29,2017-04-29,2017-05-02,2017-05-10,2017-05-25,1,50c9975695009e5e6473912e83a6d1da,2017-05-05,140,64.65,4970db4235844af252f371e11db815ae,4,2017-05-11,2017-05-14,7269a891ee583a35232c78643d422342,1,credit_card,2,204.65,0ad10ec3dc489499e5d7cd19b5181ffe,1,sports_leisure,35530,claudio,MG
73840,campos belos,GO,-13.0365384519369,-46.7682234642106,64ded60f3124e272f4403c9fe551de28,delivered,2017-05-28,2017-05-28,2017-05-29,2017-06-28,2017-06-23,1,1554a68530182680ad5c8b042c3ab563,2017-06-01,139.9,30.02,a85a4aaa33c6a6a180b2af34f925e69b,1,2017-06-25,2017-06-25,ada48b7ce9fee2a62cd265bd45a9c97b,1,credit_card,4,169.92,1b8ee158f59c098470fad33f39660964,2,furniture_living_room,37580,monte siao,MG
13830,santo antonio de posse,SP,-22.6070030402003,-46.9141497047758,c677745cc868786f19c18ce55363ae6c,delivered,2017-08-26,2017-08-26,2017-08-28,2017-09-08,2017-09-19,1,0ea22c1cfbdc755f86b9b54b39c16043,2017-08-30,19.9,14.1,91d878d23206ff126e5e670bd437cbd4,4,2017-09-09,2017-09-11,5dc60558e06256f411fff50ee8e785ca,1,voucher,1,34,137ecfd76c78e5b4471f0e9b3c63cdbe,3,fashion_bags_accessories,35700,sete lagoas,MG
66640,belem,PA,-1.38097266428856,-48.4519620157666,8d2d88fe2e3f3f685183bd52a8298a24,delivered,2018-04-16,2018-04-16,2018-04-20,2018-06-01,2018-05-23,1,855668e0971d4dfd7bef1b6a4133b41b,2018-04-20,79.99,22.62,bf1fc2818227fe4c46191d38b21af385,1,2018-05-25,2018-05-25,83ce5e6768db49face91c92a88888ea1,1,credit_card,2,102.61,cabdfd59b47b4a3135145f38590da2bd,4,cool_stuff,13257,itatiba,SP
12215,sao jose dos campos,SP,-23.1809379039759,-45.8693625072134,8dff15b503617623491e9bbdd7e6d977,delivered,2018-01-19,2018-01-19,2018-01-25,2018-02-06,2018-02-09,1,cd68562d3f44870c08922d380acae552,2018-01-25,79,12.89,cd5ff4bbe768cb16c4d4b27816068a51,5,2018-02-07,2018-02-09,881b1412b8cff1e5c88e905fdedd7605,1,credit_card,1,91.89,ecbe401f10ecd3b822d940d63cc3311e,4,electronics,14050,ribeirao preto,SP
48370,esplanada,BA,-11.8070783302003,-37.9450789476119,5560bd5a26a7c4750baa6474a4d0e92b,delivered,2018-04-09,2018-04-09,2018-04-11,2018-04-24,2018-05-10,1,f7ba60f8c3f99e7ee4042fdef03b70c4,2018-04-13,330,22.34,bd9223b891c8e10fa5f50ea20f2720f3,5,2018-04-25,2018-05-04,8be1dd0fb923fea4a685f47cbad9e81a,1,credit_card,8,352.34,bb50f2e236e5eea0100680137654686c,6,health_beauty,9628,sao bernardo do campo,SP
87023,maringa,PR,-23.38785238112,-51.942263666432,e217d3b3ea5e1ec89757847ba1e86e2a,delivered,2017-07-26,2017-07-26,2017-07-31,2017-08-08,2017-08-24,1,cac4c8e7b1ca6252d8f20b2fc1a2e4af,2017-08-08,34.99,17.6,d8ecad6085c187715d3f27f3149a2615,1,2017-08-09,2017-08-10,0a65d1c730fc9bce9b5d353ff4f81bbe,1,credit_card,2,105.18,96ed3b4b62790bd962aac0b317109be4,2,furniture_decor,13347,indaiatuba,SP
21215,rio de janeiro,RJ,-22.8345202791872,-43.3005545928181,1365d1374ca6c72869ff0c56963f176c,delivered,2016-10-04,2016-10-06,2016-10-10,2016-10-17,2016-11-28,1,5a8e7d5003a1f221f9e1d6e411de7c23,2016-10-10,59.9,14.83,13eff5faa3978a8ce971ae19a9747862,3,2016-11-30,2016-12-02,cfdc6f2061897ed3b3f1a9ac3437c6f9,1,credit_card,7,149.46,201ec8e4fb8456dd06265be68eb419a7,2,furniture_decor,13076,campinas,SP
7810,franco da rocha,SP,-23.3279445936688,-46.7649382331396,5990f7c1a76e6442f8759da9aa555d21,delivered,2018-06-27,2018-06-28,2018-06-28,2018-06-29,2018-07-12,1,1da3aeb70d7989d1e6d9b0e887f97c23,2018-07-02,24.99,8.34,048f2c1863ecb829fa1743118faa3bc3,5,2018-06-30,2018-07-02,0a56861d762ee1f82f5cdc2de2b1f71a,1,boleto,1,33.33,d92cb9e1e8b1ea99285f24efdfdba088,1,toys,4265,sao paulo,SP
64500,oeiras,PI,-7.01117334731629,-42.1219474440107,abdbe06f72f8f906238f2e3da7908a81,delivered,2018-02-03,2018-02-03,2018-02-05,2018-02-19,2018-03-12,1,620c87c171fb2a6dd6e8bb4dec959fc6,2018-02-08,109.9,36.09,092589d24cf4790e89679ef3640d7706,5,2018-02-20,2018-02-21,521dba2c6dc30813e9ec016f3eaa67ba,1,credit_card,1,145.99,f40876e0ef3cd5f9132b1f16b04b1346,1,health_beauty,25645,petropolis,RJ
90010,porto alegre,RS,-30.0321504071499,-51.2325516998384,44eb37dcd809e369b7e2831135e98cf0,delivered,2017-08-16,2017-08-17,2017-08-22,2017-08-23,2017-08-29,1,94144541854e298c2d976cb893b81343,2017-08-23,18.9,8.11,1d88ac1da949a9dcf5f73f9a9ffb01a6,5,2017-08-24,2017-08-25,1b181325fc6ea91c3d0397695f84aa63,1,boleto,1,27.01,964c5f7cd701d923e2350137a4715bb1,2,health_beauty,94451,viamao,RS
28390,porciuncula,RJ,-20.9655721061652,-42.0427879715336,8ab9de8260d0b7e0dc87c417a073e0e0,delivered,2018-06-10,2018-06-10,2018-06-12,2018-06-15,2018-06-28,1,f84a00e60c73a49e7e851c9bdca3a5bb,2018-06-12,44.5,14.29,6dea8d7864d737d5de938b3852468f04,3,2018-06-16,2018-06-16,9b8dce6896a07b137779350966e11e99,1,credit_card,2,58.79,7cdffa73c5aa5471607b4ac982baa201,1,health_beauty,20756,rio de janeiro,RJ
65068,sao luis,MA,-2.50104220670808,-44.2350761655125,173dc820ddfe9158a405a66f49c6b016,delivered,2017-10-02,2017-10-02,2017-10-05,2017-10-16,2017-10-27,1,7299e27ed73d2ad986de7f7c77d919fa,2017-10-06,249.99,37.07,9fe7f52fa8202caf2a4f6dd0cd587e89,5,2017-10-17,2017-10-30,0da30436a667e82020c86b5da53c0b21,1,credit_card,1,287.06,8135b72ac72267bd0dd2fe06bcee1320,3,furniture_decor,38440,araguari,MG
5020,sao paulo,SP,-23.5356065728548,-46.6847272034451,99c764676929a7492684e478d5255a55,delivered,2018-05-17,2018-05-18,2018-05-22,2018-05-23,2018-05-30,1,e9779976487b77c6d4ac45f75ec7afe9,2018-05-25,43,7.87,a66f92eb10c1e19b448c55e03a2249d5,4,2018-05-24,2018-05-27,aa57c8f21178b5061a77762e7efa5828,1,boleto,1,50.87,054515fd15bc1a2029f10de97ffa9120,1,sports_leisure,11701,praia grande,SP
